,fast_period,slow_period,sig_period,return,dd,sharpe
1253,14,37,12,-6.58,3.32,-3.76
1254,14,37,13,-4.81,2.42,-5.05
1255,14,37,14,-4.81,2.42,-5.05
1256,14,38,7,-2.46,1.63,-2.67
1257,14,38,8,-2.46,1.63,-2.67
1258,14,38,9,-2.96,1.63,-3.67
1259,14,38,10,-3.52,1.76,-4.72
1260,14,38,11,-4.28,2.15,-16.28
1261,14,38,12,-6.79,3.43,-3.57
1262,14,38,13,-4.93,2.47,-5.00
1263,14,38,14,-4.93,2.47,-5.00
1264,14,39,7,-2.73,1.77,-2.50
1265,14,39,8,-2.73,1.77,-2.50
1266,14,39,9,-2.98,1.64,-3.64
1267,14,39,10,-4.33,2.17,-5.53
1268,14,39,11,-7.25,3.67,-3.24
1269,14,39,12,-5.39,2.71,-5.82
1270,14,39,13,-5.15,2.59,-4.91
1271,14,39,14,-5.15,2.59,-4.91
1272,14,40,7,-3.01,1.90,-2.36
1273,14,40,8,-2.73,1.77,-2.50
1274,14,40,9,-3.95,2.13,-2.73
1275,14,40,10,-4.60,2.31,-4.86
1276,14,40,11,-7.85,3.97,-2.91
1277,14,40,12,-5.55,2.79,-5.41
1278,14,40,13,-5.37,2.70,-4.82
1279,14,40,14,-5.37,2.70,-4.82
