,vol_window,vol_roc_period,price_lookback,sma_window,return,dd,sharpe
426,25,4,9,28,-6.51,3.63,-6.97
427,25,4,9,35,-6.51,3.63,-6.97
428,25,4,10,14,-7.37,3.82,-3.32
429,25,4,10,21,-7.27,3.77,-3.18
430,25,4,10,28,-7.27,3.77,-3.18
431,25,4,10,35,-7.27,3.77,-3.18
432,25,5,5,14,-5.48,3.44,-8.79
433,25,5,5,21,-5.18,3.52,-11.73
434,25,5,5,28,-5.18,3.52,-11.73
435,25,5,5,35,-5.18,3.52,-11.73
436,25,5,6,14,-5.64,3.50,-7.76
437,25,5,6,21,-5.64,3.50,-7.76
438,25,5,6,28,-5.60,3.55,-7.98
439,25,5,6,35,-5.60,3.55,-7.98
440,25,5,7,14,-6.49,3.90,-5.03
441,25,5,7,21,-5.01,3.49,-14.73
442,25,5,7,28,-4.97,3.53,-15.70
443,25,5,7,35,-4.97,3.53,-15.70
444,25,5,8,14,-6.58,3.95,-4.68
445,25,5,8,21,-6.58,3.95,-4.68
446,25,5,8,28,-6.58,3.95,-4.68
447,25,5,8,35,-6.58,3.95,-4.68
448,25,5,9,14,-6.61,3.68,-6.60
449,25,5,9,21,-6.61,3.68,-6.60
450,25,5,9,28,-6.51,3.63,-6.97
451,25,5,9,35,-6.51,3.63,-6.97
452,25,5,10,14,-7.37,3.82,-3.32
453,25,5,10,21,-7.27,3.77,-3.18
454,25,5,10,28,-7.27,3.77,-3.18
455,25,5,10,35,-7.27,3.77,-3.18
456,25,6,5,14,-5.96,3.64,-6.40
457,25,6,5,21,-5.96,3.64,-6.40
458,25,6,5,28,-5.96,3.64,-6.40
459,25,6,5,35,-5.96,3.64,-6.40
460,25,6,6,14,-5.56,3.54,-8.22
461,25,6,6,21,-5.56,3.54,-8.22
462,25,6,6,28,-5.56,3.54,-8.22
463,25,6,6,35,-5.56,3.54,-8.22
464,25,6,7,14,-6.49,3.90,-5.03
465,25,6,7,21,-5.01,3.49,-14.73
466,25,6,7,28,-4.97,3.53,-15.70
467,25,6,7,35,-4.97,3.53,-15.70
468,25,6,8,14,-4.23,3.46,-48.42
469,25,6,8,21,-6.58,3.95,-4.68
470,25,6,8,28,-6.58,3.95,-4.68
471,25,6,8,35,-6.58,3.95,-4.68
472,25,6,9,14,-6.61,3.68,-6.60
473,25,6,9,21,-6.61,3.68,-6.60
474,25,6,9,28,-6.51,3.63,-6.97
475,25,6,9,35,-6.51,3.63,-6.97
476,25,6,10,14,-7.37,3.82,-3.32
477,25,6,10,21,-7.27,3.77,-3.18
478,25,6,10,28,-7.27,3.77,-3.18
479,25,6,10,35,-7.27,3.77,-3.18
480,25,7,5,14,-6.92,3.69,-4.34
481,25,7,5,21,-5.33,3.60,-10.07
482,25,7,5,28,-5.33,3.60,-10.07
483,25,7,5,35,-5.33,3.60,-10.07
484,25,7,6,14,-6.49,3.90,-5.03
485,25,7,6,21,-5.01,3.49,-14.73
486,25,7,6,28,-4.97,3.53,-15.70
487,25,7,6,35,-4.97,3.53,-15.70
488,25,7,7,14,-6.49,3.90,-5.03
489,25,7,7,21,-5.01,3.49,-14.73
490,25,7,7,28,-4.97,3.53,-15.70
491,25,7,7,35,-4.97,3.53,-15.70
492,25,7,8,14,-4.23,3.46,-48.42
493,25,7,8,21,-6.58,3.95,-4.68
494,25,7,8,28,-6.58,3.95,-4.68
495,25,7,8,35,-6.58,3.95,-4.68
496,25,7,9,14,-4.43,3.56,-12.71
497,25,7,9,21,-6.61,3.68,-6.60
498,25,7,9,28,-6.51,3.63,-6.97
499,25,7,9,35,-6.51,3.63,-6.97
500,25,7,10,14,-3.90,3.30,-65.53
501,25,7,10,21,-7.27,3.77,-3.18
502,25,7,10,28,-7.27,3.77,-3.18
503,25,7,10,35,-7.27,3.77,-3.18
504,25,8,5,14,-5.95,3.64,-6.44
