,vol_window,vol_roc_period,price_lookback,macd_fast,macd_slow,macd_sig,return,dd,sharpe
199,20,9,9,7,26,13,-11.37,14.17,-0.44
200,20,9,9,7,31,7,-37.38,26.40,-0.71
201,20,9,9,7,31,9,-3.91,17.30,-0.28
202,20,9,9,7,31,11,-3.91,17.30,-0.28
203,20,9,9,7,31,13,-4.81,17.40,-0.31
204,20,9,9,7,36,7,-32.09,29.10,-0.68
205,20,9,9,7,36,9,-4.40,17.14,-0.29
206,20,9,9,7,36,11,-10.11,18.01,-0.42
207,20,9,9,7,36,13,-4.18,12.41,-0.29
208,20,9,9,10,21,7,-4.51,17.15,-0.30
209,20,9,9,10,21,9,-4.51,17.15,-0.30
210,20,9,9,10,21,11,-4.51,17.15,-0.30
211,20,9,9,10,21,13,-3.91,17.30,-0.28
212,20,9,9,10,26,7,-4.28,17.17,-0.29
213,20,9,9,10,26,9,-3.91,17.30,-0.28
214,20,9,9,10,26,11,-3.91,17.30,-0.28
215,20,9,9,10,26,13,-3.91,17.30,-0.28
216,20,9,9,10,31,7,-11.37,14.17,-0.44
217,20,9,9,10,31,9,-3.91,17.30,-0.28
218,20,9,9,10,31,11,-3.91,17.30,-0.28
219,20,9,9,10,31,13,-4.81,17.40,-0.31
220,20,9,9,10,36,7,-3.91,17.30,-0.28
221,20,9,9,10,36,9,-4.40,17.14,-0.29
222,20,9,9,10,36,11,-10.11,18.01,-0.42
223,20,9,9,10,36,13,-7.67,12.39,-0.37
224,20,9,9,13,21,7,-4.51,17.15,-0.30
225,20,9,9,13,21,9,-4.51,17.15,-0.30
226,20,9,9,13,21,11,-4.51,17.15,-0.30
227,20,9,9,13,21,13,-3.91,17.30,-0.28
228,20,9,9,13,26,7,-4.28,17.17,-0.29
229,20,9,9,13,26,9,-3.91,17.30,-0.28
230,20,9,9,13,26,11,-3.91,17.30,-0.28
231,20,9,9,13,26,13,-3.91,17.30,-0.28
232,20,9,9,13,31,7,-11.37,14.17,-0.44
233,20,9,9,13,31,9,-3.91,17.30,-0.28
234,20,9,9,13,31,11,-3.91,17.30,-0.28
235,20,9,9,13,31,13,-4.81,17.40,-0.31
236,20,9,9,13,36,7,-3.91,17.30,-0.28
237,20,9,9,13,36,9,-4.40,17.14,-0.29
238,20,9,9,13,36,11,-10.11,18.01,-0.42
239,20,9,9,13,36,13,-6.39,12.31,-0.34
240,20,9,11,7,21,7,-42.33,30.03,-1.95
